Values, R:100000, C:1e-05, E:5
Time,Vc
1.546,3.93451
1.547,3.93557
1.548,3.93664
1.549,3.9377
1.55,3.93876
1.551,3.93982
1.552,3.94088
1.553,3.94194
1.554,3.943
1.555,3.94405
1.556,3.94511
1.557,3.94616
1.558,3.94722
1.559,3.94827
1.56,3.94932
1.561,3.95037
1.562,3.95142
1.563,3.95247
1.564,3.95351
1.565,3.95456
1.566,3.9556
1.567,3.95665
1.568,3.95769
1.569,3.95873
1.57,3.95977
1.571,3.96081
1.572,3.96185
1.573,3.96289
1.574,3.96393
1.575,3.96496
1.576,3.966
1.577,3.96703
1.578,3.96806
1.579,3.96909
1.58,3.97012
1.581,3.97115
1.582,3.97218
1.583,3.97321
1.584,3.97424
1.585,3.97526
1.586,3.97629
1.587,3.97731
1.588,3.97833
1.589,3.97935
1.59,3.98037
1.591,3.98139
1.592,3.98241
1.593,3.98343
1.594,3.98444
1.595,3.98546
1.596,3.98647
1.597,3.98748
1.598,3.9885
1.599,3.98951
1.6,3.99052
1.601,3.99153
1.602,3.99253
1.603,3.99354
1.604,3.99455
1.605,3.99555
1.606,3.99656
1.607,3.99756
1.608,3.99856
1.609,3.99956
1.61,4.00056
1.611,4.00156
1.612,4.00256
1.613,4.00356
1.614,4.00455
1.615,4.00555
1.616,4.00654
1.617,4.00753
1.618,4.00853
1.619,4.00952
1.62,4.01051
1.621,4.0115
1.622,4.01248
1.623,4.01347
1.624,4.01446
1.625,4.01544
1.626,4.01643
1.627,4.01741
1.628,4.01839
1.629,4.01937
1.63,4.02035
1.631,4.02133
1.632,4.02231
1.633,4.02329
1.634,4.02426
1.635,4.02524
1.636,4.02621
1.637,4.02719
1.638,4.02816
1.639,4.02913
1.64,4.0301
1.641,4.03107
1.642,4.03204
1.643,4.03301
1.644,4.03397
1.645,4.03494
1.646,4.0359
1.647,4.03687
1.648,4.03783
1.649,4.03879
1.65,4.03975
1.651,4.04071
1.652,4.04167
1.653,4.04263
1.654,4.04358
1.655,4.04454
1.656,4.04549
1.657,4.04645
1.658,4.0474
1.659,4.04835
1.66,4.04931
1.661,4.05026
1.662,4.0512
1.663,4.05215
1.664,4.0531
1.665,4.05405
1.666,4.05499
1.667,4.05594
1.668,4.05688
1.669,4.05782
1.67,4.05876
1.671,4.05971
1.672,4.06065
1.673,4.06158
1.674,4.06252
1.675,4.06346
1.676,4.0644
1.677,4.06533
1.678,4.06626
1.679,4.0672
1.68,4.06813
1.681,4.06906
1.682,4.06999
1.683,4.07092
1.684,4.07185
1.685,4.07278
1.686,4.0737
1.687,4.07463
1.688,4.07556
1.689,4.07648
1.69,4.0774
1.691,4.07832
1.692,4.07925
1.693,4.08017
1.694,4.08109
1.695,4.082
1.696,4.08292
1.697,4.08384
1.698,4.08475
1.699,4.08567
1.7,4.08658
1.701,4.0875
1.702,4.08841
1.703,4.08932
1.704,4.09023
1.705,4.09114
1.706,4.09205
1.707,4.09295
1.708,4.09386
1.709,4.09477
1.71,4.09567
1.711,4.09657
1.712,4.09748
1.713,4.09838
1.714,4.09928
1.715,4.10018
1.716,4.10108
1.717,4.10198
1.718,4.10288
1.719,4.10377
1.72,4.10467
1.721,4.10556
1.722,4.10646
1.723,4.10735
1.724,4.10824
1.725,4.10913
1.726,4.11003
1.727,4.11091
1.728,4.1118
1.729,4.11269
1.73,4.11358
1.731,4.11446
1.732,4.11535
1.733,4.11623
1.734,4.11712
1.735,4.118
1.736,4.11888
1.737,4.11976
1.738,4.12064
1.739,4.12152
1.74,4.1224
1.741,4.12328
1.742,4.12415
1.743,4.12503
1.744,4.1259
1.745,4.12678
1.746,4.12765
1.747,4.12852
1.748,4.12939
1.749,4.13026
1.75,4.13113
1.751,4.132
1.752,4.13287
1.753,4.13373
1.754,4.1346
1.755,4.13546
1.756,4.13633
1.757,4.13719
1.758,4.13805
1.759,4.13892
1.76,4.13978
1.761,4.14064
1.762,4.14149
1.763,4.14235
1.764,4.14321
1.765,4.14407
1.766,4.14492
1.767,4.14578
1.768,4.14663
1.769,4.14748
1.77,4.14834
1.771,4.14919
1.772,4.15004
1.773,4.15089
1.774,4.15173
1.775,4.15258
1.776,4.15343
1.777,4.15428
1.778,4.15512
1.779,4.15597
1.78,4.15681
1.781,4.15765
1.782,4.15849
1.783,4.15934
1.784,4.16018
1.785,4.16101
1.786,4.16185
1.787,4.16269
1.788,4.16353
1.789,4.16436
1.79,4.1652
1.791,4.16603
1.792,4.16687
1.793,4.1677
1.794,4.16853
1.795,4.16936
1.796,4.17019
1.797,4.17102
1.798,4.17185
1.799,4.17268
1.8,4.17351
1.801,4.17433
1.802,4.17516
1.803,4.17598
1.804,4.1768
1.805,4.17763
1.806,4.17845
1.807,4.17927
1.808,4.18009
1.809,4.18091
1.81,4.18173
1.811,4.18255
1.812,4.18336
1.813,4.18418
1.814,4.185
1.815,4.18581
1.816,4.18662
1.817,4.18744
1.818,4.18825
1.819,4.18906
1.82,4.18987
1.821,4.19068
1.822,4.19149
1.823,4.1923
1.824,4.19311
1.825,4.19391
1.826,4.19472
1.827,4.19552
1.828,4.19633
1.829,4.19713
1.83,4.19793
1.831,4.19873
1.832,4.19953
1.833,4.20033
1.834,4.20113
1.835,4.20193
1.836,4.20273
1.837,4.20353
1.838,4.20432
1.839,4.20512
1.84,4.20591
1.841,4.20671
1.842,4.2075
1.843,4.20829
1.844,4.20908
1.845,4.20987
1.846,4.21066
1.847,4.21145
1.848,4.21224
1.849,4.21303
1.85,4.21381
1.851,4.2146
1.852,4.21538
1.853,4.21617
1.854,4.21695
1.855,4.21774
1.856,4.21852
1.857,4.2193
1.858,4.22008
1.859,4.22086
1.86,4.22164
1.861,4.22241
1.862,4.22319
1.863,4.22397
1.864,4.22474
1.865,4.22552
1.866,4.22629
1.867,4.22707
1.868,4.22784
1.869,4.22861
1.87,4.22938
1.871,4.23015
1.872,4.23092
1.873,4.23169
1.874,4.23246
1.875,4.23323
1.876,4.23399
1.877,4.23476
1.878,4.23552
1.879,4.23629
1.88,4.23705
1.881,4.23781
1.882,4.23857
1.883,4.23933
1.884,4.2401
1.885,4.24085
1.886,4.24161
1.887,4.24237
1.888,4.24313
1.889,4.24389
1.89,4.24464
1.891,4.2454
1.892,4.24615
1.893,4.2469
1.894,4.24766
1.895,4.24841
1.896,4.24916
1.897,4.24991
1.898,4.25066
1.899,4.25141
1.9,4.25216
1.901,4.2529
1.902,4.25365
1.903,4.2544
1.904,4.25514
1.905,4.25589
1.906,4.25663
1.907,4.25737
1.908,4.25812
1.909,4.25886
1.91,4.2596
1.911,4.26034
1.912,4.26108
1.913,4.26182
1.914,4.26255
1.915,4.26329
1.916,4.26403
1.917,4.26476
1.918,4.2655
1.919,4.26623
1.92,4.26697
1.921,4.2677
1.922,4.26843
1.923,4.26916
1.924,4.26989
1.925,4.27062
1.926,4.27135
1.927,4.27208
1.928,4.27281
1.929,4.27353
1.93,4.27426
1.931,4.27498
1.932,4.27571
1.933,4.27643
1.934,4.27716
1.935,4.27788
1.936,4.2786
1.937,4.27932
1.938,4.28004
1.939,4.28076
1.94,4.28148
1.941,4.2822
1.942,4.28292
1.943,4.28363
1.944,4.28435
1.945,4.28506
1.946,4.28578
1.947,4.28649
1.948,4.28721
1.949,4.28792
1.95,4.28863
1.951,4.28934
1.952,4.29005
1.953,4.29076
1.954,4.29147
1.955,4.29218
1.956,4.29289
1.957,4.29359
1.958,4.2943
1.959,4.295
1.96,4.29571
1.961,4.29641
1.962,4.29712
1.963,4.29782
1.964,4.29852
1.965,4.29922
1.966,4.29992
1.967,4.30062
1.968,4.30132
1.969,4.30202
1.97,4.30272
1.971,4.30341
1.972,4.30411
1.973,4.3048
1.974,4.3055
1.975,4.30619
1.976,4.30689
1.977,4.30758
1.978,4.30827
1.979,4.30896
1.98,4.30965
1.981,4.31034
1.982,4.31103
1.983,4.31172
1.984,4.31241
1.985,4.3131
1.986,4.31378
1.987,4.31447
1.988,4.31515
1.989,4.31584
1.99,4.31652
1.991,4.31721
1.992,4.31789
1.993,4.31857
1.994,4.31925
1.995,4.31993
1.996,4.32061
1.997,4.32129
1.998,4.32197
1.999,4.32265
2,4.32332
2.001,4.324
2.002,4.32468
2.003,4.32535
2.004,4.32602
2.005,4.3267
2.006,4.32737
2.007,4.32804
2.008,4.32872
2.009,4.32939
2.01,4.33006
2.011,4.33073
2.012,4.3314
2.013,4.33206
2.014,4.33273
2.015,4.3334
2.016,4.33406
2.017,4.33473
2.018,4.33539
2.019,4.33606
2.02,4.33672
2.021,4.33739
2.022,4.33805
2.023,4.33871
2.024,4.33937
2.025,4.34003
2.026,4.34069
2.027,4.34135
2.028,4.34201
2.029,4.34267
2.03,4.34332
2.031,4.34398
2.032,4.34463
2.033,4.34529
2.034,4.34594
2.035,4.3466
2.036,4.34725
2.037,4.3479
2.038,4.34855
2.039,4.34921
2.04,4.34986
2.041,4.35051
2.042,4.35116
2.043,4.3518
2.044,4.35245
2.045,4.3531
2.046,4.35375
2.047,4.35439
2.048,4.35504
2.049,4.35568
2.05,4.35633
2.051,4.35697
2.052,4.35761
2.053,4.35825
2.054,4.3589
2.055,4.35954
2.056,4.36018
2.057,4.36082
2.058,4.36145
2.059,4.36209
2.06,4.36273
2.061,4.36337
2.062,4.364
2.063,4.36464
2.064,4.36527
2.065,4.36591
2.066,4.36654
2.067,4.36718
2.068,4.36781
2.069,4.36844
2.07,4.36907
2.071,4.3697
2.072,4.37033
2.073,4.37096
2.074,4.37159
2.075,4.37222
2.076,4.37285
2.077,4.37347
2.078,4.3741
2.079,4.37472
2.08,4.37535
2.081,4.37597
2.082,4.3766
2.083,4.37722
2.084,4.37784
2.085,4.37846
2.086,4.37909
2.087,4.37971
2.088,4.38033
2.089,4.38095
2.09,4.38156
2.091,4.38218
2.092,4.3828
2.093,4.38342
2.094,4.38403
2.095,4.38465
2.096,4.38526
2.097,4.38588
2.098,4.38649
2.099,4.38711
2.1,4.38772
2.101,4.38833
2.102,4.38894
2.103,4.38955
2.104,4.39016
2.105,4.39077
2.106,4.39138
2.107,4.39199
2.108,4.3926
2.109,4.3932
2.11,4.39381
2.111,4.39442
2.112,4.39502
2.113,4.39563
2.114,4.39623
2.115,4.39683
2.116,4.39744
2.117,4.39804
2.118,4.39864
2.119,4.39924
2.12,4.39984
2.121,4.40044
2.122,4.40104
2.123,4.40164
2.124,4.40224
2.125,4.40284
2.126,4.40343
2.127,4.40403
2.128,4.40462
2.129,4.40522
2.13,4.40581
2.131,4.40641
2.132,4.407
2.133,4.40759
2.134,4.40819
2.135,4.40878
2.136,4.40937
2.137,4.40996
2.138,4.41055
2.139,4.41114
2.14,4.41173
2.141,4.41231
2.142,4.4129
2.143,4.41349
2.144,4.41407
2.145,4.41466
2.146,4.41524
2.147,4.41583
2.148,4.41641
2.149,4.417
2.15,4.41758
2.151,4.41816
2.152,4.41874
2.153,4.41932
2.154,4.4199
2.155,4.42048
2.156,4.42106
2.157,4.42164
2.158,4.42222
2.159,4.4228
2.16,4.42337
2.161,4.42395
2.162,4.42453
2.163,4.4251
2.164,4.42568
2.165,4.42625
2.166,4.42682
2.167,4.4274
2.168,4.42797
2.169,4.42854
2.17,4.42911
2.171,4.42968
2.172,4.43025
2.173,4.43082
2.174,4.43139
2.175,4.43196
2.176,4.43253
2.177,4.43309
2.178,4.43366
2.179,4.43423
2.18,4.43479
2.181,4.43536
2.182,4.43592
2.183,4.43649
2.184,4.43705
2.185,4.43761
2.186,4.43817
2.187,4.43873
2.188,4.4393
2.189,4.43986
2.19,4.44042
2.191,4.44098
2.192,4.44153
2.193,4.44209
2.194,4.44265
2.195,4.44321
2.196,4.44376
2.197,4.44432
2.198,4.44488
2.199,4.44543
2.2,4.44598
2.201,4.44654
2.202,4.44709
2.203,4.44764
2.204,4.4482
2.205,4.44875
2.206,4.4493
2.207,4.44985
2.208,4.4504
2.209,4.45095
2.21,4.4515
2.211,4.45204
2.212,4.45259
2.213,4.45314
2.214,4.45369
2.215,4.45423
2.216,4.45478
2.217,4.45532
2.218,4.45587
2.219,4.45641
2.22,4.45695
2.221,4.4575
2.222,4.45804
2.223,4.45858
2.224,4.45912
2.225,4.45966
2.226,4.4602
2.227,4.46074
2.228,4.46128
2.229,4.46182
2.23,4.46236
2.231,4.4629
2.232,4.46343
2.233,4.46397
2.234,4.4645
2.235,4.46504
2.236,4.46557
2.237,4.46611
2.238,4.46664
2.239,4.46717
2.24,4.46771
2.241,4.46824
2.242,4.46877
2.243,4.4693
2.244,4.46983
2.245,4.47036
2.246,4.47089
2.247,4.47142
2.248,4.47195
2.249,4.47248
2.25,4.473
2.251,4.47353
2.252,4.47406
2.253,4.47458
2.254,4.47511
2.255,4.47563
2.256,4.47616
2.257,4.47668
2.258,4.4772
2.259,4.47773
2.26,4.47825
2.261,4.47877
2.262,4.47929
2.263,4.47981
2.264,4.48033
2.265,4.48085
2.266,4.48137
2.267,4.48189
2.268,4.4824
2.269,4.48292
2.27,4.48344
2.271,4.48396
2.272,4.48447
2.273,4.48499
2.274,4.4855
2.275,4.48602
2.276,4.48653
2.277,4.48704
2.278,4.48756
2.279,4.48807
2.28,4.48858
2.281,4.48909
2.282,4.4896
2.283,4.49011
2.284,4.49062
2.285,4.49113
2.286,4.49164
2.287,4.49215
2.288,4.49265
2.289,4.49316
2.29,4.49367
2.291,4.49417
2.292,4.49468
2.293,4.49518
2.294,4.49569
2.295,4.49619
2.296,4.4967
2.297,4.4972
2.298,4.4977
2.299,4.4982
2.3,4.49871
2.301,4.49921
2.302,4.49971
2.303,4.50021
